"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","1017","Application Data"
"2","0.000065","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","1474","54869  >  443 [ACK] Seq=944 Ack=1 Win=4096 Len=1400 [TCP segment of a reassembled PDU]"
"3","0.000097","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","476","Application Data"
"4","0.019925","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1 Ack=944 Win=16385 Len=0"
"5","0.020170","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1 Ack=2746 Win=16385 Len=0"
"6","0.094280","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TLSv1.2","421","Application Data"
"7","0.094338","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","74","54869  >  443 [ACK] Seq=2746 Ack=348 Win=4090 Len=0"
"8","0.130641","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","1474","54869  >  443 [ACK] Seq=2746 Ack=348 Win=4096 Len=1400 [TCP segment of a reassembled PDU]"
"9","0.130649","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","955","Application Data"
"10","0.131872","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","1058","Application Data"
"11","0.149857","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=348 Ack=4146 Win=16380 Len=0"
"12","0.150291","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=348 Ack=5027 Win=16385 Len=0"
"13","0.150291","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=348 Ack=6011 Win=16381 Len=0"
"14","0.361520","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TLSv1.2","772","Application Data"
"15","0.361524","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TLSv1.2","112","Application Data"
"16","0.361690","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","74","54869  >  443 [ACK] Seq=6011 Ack=1046 Win=4085 Len=0"
"17","0.361846","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","74","54869  >  443 [ACK] Seq=6011 Ack=1084 Win=4084 Len=0"
"18","0.364425","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","116","Application Data"
"19","0.377214","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","1474","54869  >  443 [ACK] Seq=6053 Ack=1084 Win=4096 Len=1400 [TCP segment of a reassembled PDU]"
"20","0.377350","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","961","Application Data"
"21","0.384313","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1084 Ack=6053 Win=16381 Len=0"
"22","0.392649","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1084 Ack=7453 Win=16385 Len=0"
"23","0.393195","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1084 Ack=8340 Win=16382 Len=0"
"24","0.417424","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","1007","Application Data"
"25","0.419257","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TLSv1.2","465","Application Data"
"26","0.432442","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1084 Ack=9273 Win=16385 Len=0"
"27","0.437292","2620:1ec:21::14","2600:8805:3803:6100:c100:e220:6ae:755","TCP","74","443  >  54869 [ACK] Seq=1084 Ack=9664 Win=16384 Len=0"
"28","0.441259","2600:8805:3803:6100:c100:e220:6ae:755","2620:1ec:21::14","TCP","1474","54869  >  443 [ACK] Seq=9664 Ack=1084 Win=4096 Len=1400 [TCP segment of a reassembled PDU]"
