"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","100.65.82.205","13.107.42.14","TLSv1.2","933","Application Data"
"2","0.000067","100.65.82.205","13.107.42.14","TCP","1494","50364  >  443 [ACK] Seq=880 Ack=1 Win=34651 Len=1440 [TCP segment of a reassembled PDU]"
"3","0.000168","100.65.82.205","13.107.42.14","TLSv1.2","394","Application Data"
"4","0.010170","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=1 Ack=880 Win=16380 Len=0"
"5","0.010632","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=1 Ack=2660 Win=16385 Len=0"
"6","0.102004","100.65.82.205","13.107.42.14","TCP","1494","50364  >  443 [ACK] Seq=2660 Ack=1 Win=34651 Len=1440 [TCP segment of a reassembled PDU]"
"7","0.102032","100.65.82.205","13.107.42.14","TLSv1.2","988","Application Data"
"8","0.112705","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=1 Ack=4100 Win=16379 Len=0"
"9","0.112789","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=1 Ack=5034 Win=16385 Len=0"
"10","0.117215","13.107.42.14","100.65.82.205","TLSv1.2","403","Application Data"
"11","0.117286","100.65.82.205","13.107.42.14","TCP","54","50364  >  443 [ACK] Seq=5034 Ack=350 Win=34645 Len=0"
"12","0.285948","13.107.42.14","100.65.82.205","TLSv1.2","510","Application Data"
"13","0.286003","100.65.82.205","13.107.42.14","TCP","54","50364  >  443 [ACK] Seq=5034 Ack=806 Win=34643 Len=0"
"14","0.286332","13.107.42.14","100.65.82.205","TLSv1.2","92","Application Data"
"15","0.286360","100.65.82.205","13.107.42.14","TCP","54","50364  >  443 [ACK] Seq=5034 Ack=844 Win=34650 Len=0"
"16","0.312990","100.65.82.205","13.107.42.14","TLSv1.2","1034","Application Data"
"17","0.324669","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=844 Ack=6014 Win=16381 Len=0"
"18","0.356241","100.65.82.205","13.107.42.14","TLSv1.2","1447","Application Data"
"19","0.356548","100.65.82.205","13.107.42.14","TLSv1.2","438","Application Data"
"20","0.366669","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=844 Ack=7407 Win=16385 Len=0"
"21","0.367072","13.107.42.14","100.65.82.205","TCP","56","443  >  50364 [ACK] Seq=844 Ack=7791 Win=16383 Len=0"
"22","0.371267","100.65.82.205","13.107.42.14","TCP","1494","50364  >  443 [ACK] Seq=7791 Ack=844 Win=34651 Len=1440 [TCP segment of a reassembled PDU]"
