"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","183","Application Data"
"2","0.000169","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","125","Application Data"
"3","0.015286","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=1 Ack=98 Win=83 Len=0 TSval=2877993145 TSecr=3262595465"
"4","0.024226","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=1 Ack=137 Win=83 Len=0 TSval=2877993149 TSecr=3262595465"
"5","0.024227","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","125","Application Data"
"6","0.024430","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=137 Ack=40 Win=7960 Len=0 TSval=3262595490 TSecr=2877993149"
"7","0.082269","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","171","Application Data"
"8","0.141486","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=40 Ack=222 Win=83 Len=0 TSval=2877993272 TSecr=3262595547"
"9","0.257700","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","1216","Application Data"
"10","0.257781","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=222 Ack=1170 Win=7943 Len=0 TSval=3262595723 TSecr=2877993387"
"11","0.258917","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=1170 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"12","0.259004","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=222 Ack=2598 Win=7938 Len=0 TSval=3262595724 TSecr=2877993389"
"13","0.259282","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","121","Application Data"
"14","0.260530","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=2598 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"15","0.260532","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=4026 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"16","0.260532","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=5454 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"17","0.260533","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=6882 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"18","0.260534","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=8310 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"19","0.260534","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=9738 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"20","0.260535","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=11166 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"21","0.260536","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=12594 Ack=222 Win=83 Len=1428 TSval=2877993389 TSecr=3262595547 [TCP segment of a reassembled PDU]"
"22","0.260536","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","1435","Application Data"
"23","0.260537","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","117","Application Data"
"24","0.260647","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=257 Ack=15402 Win=7760 Len=0 TSval=3262595726 TSecr=2877993389"
"25","0.260945","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","[TCP Window Update] 51704  >  443 [ACK] Seq=257 Ack=15402 Win=7960 Len=0 TSval=3262595726 TSecr=2877993389"
"26","0.266958","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","1454","Application Data"
"27","0.267017","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=257 Ack=16770 Win=7939 Len=0 TSval=3262595732 TSecr=2877993397"
"28","0.279546","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=16770 Ack=257 Win=83 Len=0 TSval=2877993409 TSecr=3262595724"
"29","0.828946","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","404","Application Data"
"30","0.850444","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=16770 Ack=575 Win=83 Len=0 TSval=2877993980 TSecr=3262596294"
"31","0.851103","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","936","Application Data"
"32","0.851142","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=575 Ack=17620 Win=7947 Len=0 TSval=3262596316 TSecr=2877993980"
"33","0.851561","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","121","Application Data"
"34","0.913541","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=17620 Ack=610 Win=83 Len=0 TSval=2877994044 TSecr=3262596317"
"35","1.438663","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","214","Application Data"
"36","1.460760","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","86","443  >  51704 [ACK] Seq=17620 Ack=738 Win=83 Len=0 TSval=2877994591 TSecr=3262596904"
"37","1.461295","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","1503","Application Data"
"38","1.461361","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=738 Ack=19037 Win=7938 Len=0 TSval=3262596926 TSecr=2877994591"
"39","1.510594","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","185","Application Data"
"40","1.528793","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=19037 Ack=837 Win=83 Len=1428 TSval=2877994659 TSecr=3262596976 [TCP segment of a reassembled PDU]"
"41","1.528872","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=837 Ack=20465 Win=7938 Len=0 TSval=3262596994 TSecr=2877994659"
"42","1.529141","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=20465 Ack=837 Win=83 Len=1428 TSval=2877994659 TSecr=3262596976 [TCP segment of a reassembled PDU]"
"43","1.529142","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","145","Application Data"
"44","1.529182","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=837 Ack=21952 Win=7937 Len=0 TSval=3262596994 TSecr=2877994659"
"45","1.637947","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","175","Application Data"
"46","1.653761","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=21952 Ack=926 Win=83 Len=1428 TSval=2877994783 TSecr=3262597103 [TCP segment of a reassembled PDU]"
"47","1.653950","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=926 Ack=23380 Win=7938 Len=0 TSval=3262597119 TSecr=2877994783"
"48","1.654476","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","971","Application Data"
"49","1.654603","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=926 Ack=24265 Win=7946 Len=0 TSval=3262597119 TSecr=2877994783"
"50","1.844752","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TLSv1.2","163","Application Data"
"51","1.861717","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=24265 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"52","1.861807","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=1003 Ack=25693 Win=7938 Len=0 TSval=3262597327 TSecr=2877994991"
"53","1.866579","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=25693 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"54","1.866580","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=27121 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"55","1.866581","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=28549 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"56","1.866581","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=29977 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"57","1.866582","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=31405 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"58","1.866582","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=32833 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"59","1.866583","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=34261 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"60","1.866583","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=35689 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"61","1.866583","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=37117 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"62","1.866584","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","429","Application Data"
"63","1.866584","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=38888 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"64","1.866585","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=40316 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"65","1.866585","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=41744 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"66","1.866586","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=43172 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"67","1.866586","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=44600 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"68","1.866587","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=46028 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"69","1.866588","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=47456 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"70","1.866588","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=48884 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"71","1.866588","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=50312 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"72","1.866589","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=51740 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"73","1.866590","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=53168 Ack=1003 Win=83 Len=1428 TSval=2877994991 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"74","1.866590","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","729","Application Data"
"75","1.866695","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=1003 Ack=41744 Win=7710 Len=0 TSval=3262597332 TSecr=2877994991"
"76","1.866818","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=1003 Ack=55239 Win=7499 Len=0 TSval=3262597332 TSecr=2877994991"
"77","1.867241","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","[TCP Window Update] 51704  >  443 [ACK] Seq=1003 Ack=55239 Win=7960 Len=0 TSval=3262597332 TSecr=2877994991"
"78","1.868093","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=55239 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"79","1.868094","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=56667 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"80","1.868095","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=58095 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"81","1.868095","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=59523 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"82","1.868096","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=60951 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"83","1.868096","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=62379 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"84","1.868097","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=63807 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"85","1.868097","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TCP","1514","443  >  51704 [ACK] Seq=65235 Ack=1003 Win=83 Len=1428 TSval=2877994992 TSecr=3262597310 [TCP segment of a reassembled PDU]"
"86","1.868098","2620:0:861:ed1a::1","2600:8805:3803:6100:357c:4644:40b6:e846","TLSv1.2","781","Application Data"
"87","1.868163","2600:8805:3803:6100:357c:4644:40b6:e846","2620:0:861:ed1a::1","TCP","86","51704  >  443 [ACK] Seq=1003 Ack=67358 Win=7771 Len=0 TSval=3262597333 TSecr=2877994992"
